variant,accession,date,weight
A/Andalucia/PMC-00977/2025_H1N1,EPI_ISL_20316806,2025-12-15,1.0
other,EPI_ISL_20316805,2025-12-17,1.0
A/Andalucia/PMC-00977/2025_H1N1,EPI_ISL_20316804,2025-12-16,1.0
A/Andalucia/PMC-00977/2025_H1N1,EPI_ISL_20316803,2025-12-15,1.0
A/Andalucia/PMC-00977/2025_H1N1,EPI_ISL_20316799,2025-12-15,1.0
A/Andalucia/PMC-00977/2025_H1N1,EPI_ISL_20316773,2026-01-05,1.0
A/Andalucia/PMC-00977/2025_H1N1,EPI_ISL_20316770,2025-12-08,1.0
A/Missouri/11/2025_H1N1,EPI_ISL_20316751,2025-11-19,1.0
A/Missouri/11/2025_H1N1,EPI_ISL_20316749,2025-11-23,1.0
A/Missouri/11/2025_H1N1,EPI_ISL_20316747,2025-11-16,1.0
A/Missouri/11/2025_H1N1,EPI_ISL_20316744,2025-11-16,1.0
A/Missouri/11/2025_H1N1,EPI_ISL_20316739,2025-11-07,1.0
other,EPI_ISL_20316731,2025-11-07,1.0
A/England/1822256/2025_H1N1,EPI_ISL_20316729,2025-11-06,1.0
A/Andalucia/PMC-00977/2025_H1N1,EPI_ISL_20316723,2025-12-20,1.0
A/Andalucia/PMC-00977/2025_H1N1,EPI_ISL_20316722,2025-12-23,1.0
A/Andalucia/PMC-00977/2025_H1N1,EPI_ISL_20316720,2025-12-23,1.0
A/Andalucia/PMC-00977/2025_H1N1,EPI_ISL_20316719,2025-12-26,1.0
A/Andalucia/PMC-00977/2025_H1N1,EPI_ISL_20316718,2025-12-23,1.0
A/Andalucia/PMC-00977/2025_H1N1,EPI_ISL_20316717,2025-12-19,1.0
A/Andalucia/PMC-00977/2025_H1N1,EPI_ISL_20316711,2025-12-22,1.0
A/Andalucia/PMC-00977/2025_H1N1,EPI_ISL_20316704,2025-12-20,1.0
A/Andalucia/PMC-00977/2025_H1N1,EPI_ISL_20316703,2025-12-09,1.0
A/Andalucia/PMC-00977/2025_H1N1,EPI_ISL_20316693,2025-12-02,1.0
A/Andalucia/PMC-00977/2025_H1N1,EPI_ISL_20316691,2025-11-20,1.0
A/Andalucia/PMC-00977/2025_H1N1,EPI_ISL_20316687,2025-12-02,1.0
A/Missouri/11/2025_H1N1,EPI_ISL_20316675,2025-11-21,1.0
A/Andalucia/PMC-00977/2025_H1N1,EPI_ISL_20316636,2025-12-22,1.0
A/Missouri/11/2025_H1N1,EPI_ISL_20316633,2025-11-20,1.0
A/Andalucia/PMC-00977/2025_H1N1,EPI_ISL_20316620,2025-12-22,1.0
A/Andalucia/PMC-00977/2025_H1N1,EPI_ISL_20316614,2025-12-18,1.0
A/Andalucia/PMC-00977/2025_H1N1,EPI_ISL_20316613,2025-12-19,1.0
A/Andalucia/PMC-00977/2025_H1N1,EPI_ISL_20316611,2025-12-18,1.0
A/Andalucia/PMC-00977/2025_H1N1,EPI_ISL_20316609,2025-11-27,1.0
A/Missouri/11/2025_H1N1,EPI_ISL_20316608,2025-11-04,1.0
other,EPI_ISL_20316606,2025-12-16,1.0
A/Andalucia/PMC-00977/2025_H1N1,EPI_ISL_20316605,2025-12-15,1.0
A/Andalucia/PMC-00977/2025_H1N1,EPI_ISL_20316604,2025-12-11,1.0
A/Andalucia/PMC-00977/2025_H1N1,EPI_ISL_20316603,2025-12-09,1.0
A/Andalucia/PMC-00977/2025_H1N1,EPI_ISL_20316602,2025-12-08,1.0
A/Andalucia/PMC-00977/2025_H1N1,EPI_ISL_20316600,2025-12-11,1.0
A/Andalucia/PMC-00977/2025_H1N1,EPI_ISL_20316599,2025-12-12,1.0
A/Andalucia/PMC-00977/2025_H1N1,EPI_ISL_20316597,2025-12-12,1.0
A/Andalucia/PMC-00977/2025_H1N1,EPI_ISL_20316596,2025-12-09,1.0
A/Andalucia/PMC-00977/2025_H1N1,EPI_ISL_20316595,2025-12-09,1.0
A/Andalucia/PMC-00977/2025_H1N1,EPI_ISL_20316590,2025-12-12,1.0
A/Andalucia/PMC-00977/2025_H1N1,EPI_ISL_20316587,2025-12-01,1.0
A/Andalucia/PMC-00977/2025_H1N1,EPI_ISL_20316580,2025-11-18,1.0
other,EPI_ISL_20316559,2025-12-29,1.0
A/Andalucia/PMC-00977/2025_H1N1,EPI_ISL_20323754,2025-12-12,1.0
other,EPI_ISL_20323751,2025-12-10,1.0
other,EPI_ISL_20323737,2025-12-08,1.0
A/Missouri/11/2025_H1N1,EPI_ISL_20323709,2025-12-12,1.0
A/Andalucia/PMC-00977/2025_H1N1,EPI_ISL_20323590,2025-12-29,1.0
A/Andalucia/PMC-00977/2025_H1N1,EPI_ISL_20323589,2025-12-29,1.0
A/Andalucia/PMC-00977/2025_H1N1,EPI_ISL_20323586,2025-12-28,1.0
A/Andalucia/PMC-00977/2025_H1N1,EPI_ISL_20323585,2025-12-27,1.0
other,EPI_ISL_20323252,2025-08-08,1.0
A/Missouri/11/2025_H1N1,EPI_ISL_20323250,2025-10-14,1.0
A/Missouri/11/2025_H1N1,EPI_ISL_20323240,2025-10-15,1.0
A/Missouri/11/2025_H1N1,EPI_ISL_20323239,2025-09-22,1.0
other,EPI_ISL_20323237,2025-09-01,1.0
A/Missouri/11/2025_H1N1,EPI_ISL_20323125,2025-09-02,1.0
A/Ghana/ARI-25-1125/2025_H1N1,EPI_ISL_20323123,2025-07-02,1.0
A/Missouri/11/2025_H1N1,EPI_ISL_20323122,2025-07-02,1.0
other,EPI_ISL_20323119,2025-05-02,1.0
other,EPI_ISL_20323116,2025-02-02,1.0
A/Ghana/ARI-25-1125/2025_H1N1,EPI_ISL_20323113,2025-01-30,1.0
other,EPI_ISL_20323110,2025-01-28,1.0
other,EPI_ISL_20323109,2025-01-28,1.0
other,EPI_ISL_20323106,2025-01-25,1.0
A/Missouri/11/2025_H1N1,EPI_ISL_20323103,2025-01-23,1.0
other,EPI_ISL_20323102,2025-01-23,1.0
A/Missouri/11/2025_H1N1,EPI_ISL_20323100,2025-01-21,1.0
other,EPI_ISL_20323097,2025-01-20,1.0
other,EPI_ISL_20323095,2025-01-18,1.0
other,EPI_ISL_20323091,2025-01-17,1.0
other,EPI_ISL_20323089,2025-01-16,1.0
other,EPI_ISL_20323088,2025-01-16,1.0
other,EPI_ISL_20323082,2025-01-13,1.0
A/Andalucia/PMC-00977/2025_H1N1,EPI_ISL_20322549,2025-12-12,1.0
A/Andalucia/PMC-00977/2025_H1N1,EPI_ISL_20322548,2025-12-11,1.0
A/Missouri/11/2025_H1N1,EPI_ISL_20322547,2025-12-10,1.0
A/Andalucia/PMC-00977/2025_H1N1,EPI_ISL_20322546,2025-12-06,1.0
A/Missouri/11/2025_H1N1,EPI_ISL_20322545,2025-12-12,1.0
A/Andalucia/PMC-00977/2025_H1N1,EPI_ISL_20322544,2025-12-12,1.0
A/Andalucia/PMC-00977/2025_H1N1,EPI_ISL_20322543,2025-12-12,1.0
A/Missouri/11/2025_H1N1,EPI_ISL_20322542,2025-12-09,1.0
other,EPI_ISL_20322541,2025-12-07,1.0
A/Andalucia/PMC-00977/2025_H1N1,EPI_ISL_20322540,2025-12-10,1.0
A/Andalucia/PMC-00977/2025_H1N1,EPI_ISL_20322526,2025-12-16,1.0
A/Missouri/11/2025_H1N1,EPI_ISL_20322504,2025-12-05,1.0
A/Andalucia/PMC-00977/2025_H1N1,EPI_ISL_20322503,2025-12-02,1.0
A/Andalucia/PMC-00977/2025_H1N1,EPI_ISL_20322502,2025-12-04,1.0
A/Norway/9556/2025_H1N1,EPI_ISL_20322501,2025-12-07,1.0
A/Andalucia/PMC-00977/2025_H1N1,EPI_ISL_20322500,2025-12-07,1.0
A/Missouri/11/2025_H1N1,EPI_ISL_20322499,2025-12-04,1.0
A/Andalucia/PMC-00977/2025_H1N1,EPI_ISL_20322498,2025-12-06,1.0
A/Andalucia/PMC-00977/2025_H1N1,EPI_ISL_20322497,2025-12-04,1.0
A/Andalucia/PMC-00977/2025_H1N1,EPI_ISL_20322458,2025-12-10,1.0
A/Missouri/11/2025_H1N1,EPI_ISL_20322457,2025-05-22,1.0
A/Missouri/11/2025_H1N1,EPI_ISL_20322456,2025-06-16,1.0
A/Missouri/11/2025_H1N1,EPI_ISL_20322455,2025-06-13,1.0
A/Missouri/11/2025_H1N1,EPI_ISL_20322454,2025-06-09,1.0
A/Missouri/11/2025_H1N1,EPI_ISL_20322453,2025-06-09,1.0
other,EPI_ISL_20322452,2025-06-09,1.0
A/Missouri/11/2025_H1N1,EPI_ISL_20322451,2025-06-17,1.0
A/Missouri/11/2025_H1N1,EPI_ISL_20322450,2025-07-14,1.0
A/Philippines/SARI25-1425/2025_H1N1,EPI_ISL_20322449,2025-06-06,1.0
A/Missouri/11/2025_H1N1,EPI_ISL_20322448,2025-05-26,1.0
A/Philippines/SARI25-1425/2025_H1N1,EPI_ISL_20322447,2025-06-20,1.0
other,EPI_ISL_20322446,2025-06-27,1.0
other,EPI_ISL_20322258,2025-12-23,1.0
A/Missouri/11/2025_H1N1,EPI_ISL_20322103,2025-11-07,1.0
A/Andalucia/PMC-00977/2025_H1N1,EPI_ISL_20322102,2025-11-13,1.0
A/Missouri/11/2025_H1N1,EPI_ISL_20322101,2025-11-13,1.0
A/Missouri/11/2025_H1N1,EPI_ISL_20322100,2025-11-13,1.0
A/Missouri/11/2025_H1N1,EPI_ISL_20322098,2025-11-28,1.0
A/Missouri/11/2025_H1N1,EPI_ISL_20322097,2025-11-16,1.0
A/Andalucia/PMC-00977/2025_H1N1,EPI_ISL_20322093,2025-11-04,1.0
A/Andalucia/PMC-00977/2025_H1N1,EPI_ISL_20322065,2025-12-05,1.0
A/Andalucia/PMC-00977/2025_H1N1,EPI_ISL_20322063,2025-12-03,1.0
other,EPI_ISL_20322062,2025-12-01,1.0
other,EPI_ISL_20322054,2025-11-28,1.0
A/Andalucia/PMC-00977/2025_H1N1,EPI_ISL_20322040,2025-11-25,1.0
A/Andalucia/PMC-00977/2025_H1N1,EPI_ISL_20322039,2025-11-30,1.0
A/Andalucia/PMC-00977/2025_H1N1,EPI_ISL_20322035,2025-11-28,1.0
A/Andalucia/PMC-00977/2025_H1N1,EPI_ISL_20322032,2025-11-20,1.0
A/Andalucia/PMC-00977/2025_H1N1,EPI_ISL_20322030,2025-11-24,1.0
A/Andalucia/PMC-00977/2025_H1N1,EPI_ISL_20322029,2025-11-10,1.0
A/Andalucia/PMC-00977/2025_H1N1,EPI_ISL_20322027,2025-11-14,1.0
A/Andalucia/PMC-00977/2025_H1N1,EPI_ISL_20322026,2025-11-12,1.0
A/England/1822256/2025_H1N1,EPI_ISL_20322025,2025-11-11,1.0
A/England/1822256/2025_H1N1,EPI_ISL_20322023,2025-11-10,1.0
A/Andalucia/PMC-00977/2025_H1N1,EPI_ISL_20321900,2025-12-15,1.0
A/Andalucia/PMC-00977/2025_H1N1,EPI_ISL_20321899,2025-12-12,1.0
A/Andalucia/PMC-00977/2025_H1N1,EPI_ISL_20321898,2025-12-10,1.0
A/Andalucia/PMC-00977/2025_H1N1,EPI_ISL_20320804,2025-12-22,1.0
A/Andalucia/PMC-00977/2025_H1N1,EPI_ISL_20320802,2025-12-22,1.0
A/Andalucia/PMC-00977/2025_H1N1,EPI_ISL_20320799,2025-12-29,1.0
A/Andalucia/PMC-00977/2025_H1N1,EPI_ISL_20320795,2026-01-06,1.0
A/Andalucia/PMC-00977/2025_H1N1,EPI_ISL_20320794,2026-01-06,1.0
A/Andalucia/PMC-00977/2025_H1N1,EPI_ISL_20320790,2026-01-06,1.0
A/Andalucia/PMC-00977/2025_H1N1,EPI_ISL_20320785,2026-01-05,1.0
A/Andalucia/PMC-00977/2025_H1N1,EPI_ISL_20320784,2026-01-05,0.3333333333333333
A/Bangkok/1803/2025_H1N1,EPI_ISL_20320784,2026-01-05,0.3333333333333333
A/Sydney/400/2025_H1N1,EPI_ISL_20320784,2026-01-05,0.3333333333333333
A/Missouri/11/2025_H1N1,EPI_ISL_20320698,2025-10-31,1.0
A/Andalucia/PMC-00977/2025_H1N1,EPI_ISL_20320614,2025-12-22,1.0
A/Andalucia/PMC-00977/2025_H1N1,EPI_ISL_20320613,2025-12-15,1.0
A/Andalucia/PMC-00977/2025_H1N1,EPI_ISL_20320611,2025-12-31,1.0
A/Andalucia/PMC-00977/2025_H1N1,EPI_ISL_20320608,2025-12-31,0.3333333333333333
A/Bangkok/1803/2025_H1N1,EPI_ISL_20320608,2025-12-31,0.3333333333333333
A/Sydney/400/2025_H1N1,EPI_ISL_20320608,2025-12-31,0.3333333333333333
A/Andalucia/PMC-00977/2025_H1N1,EPI_ISL_20320606,2025-12-30,1.0
A/Andalucia/PMC-00977/2025_H1N1,EPI_ISL_20320605,2025-12-30,1.0
other,EPI_ISL_20320593,2025-12-30,1.0
A/Missouri/11/2025_H1N1,EPI_ISL_20320557,2025-10-21,1.0
A/Missouri/11/2025_H1N1,EPI_ISL_20320556,2025-10-17,1.0
A/Missouri/11/2025_H1N1,EPI_ISL_20320550,2025-10-07,1.0
other,EPI_ISL_20320543,2025-10-06,1.0
A/Missouri/11/2025_H1N1,EPI_ISL_20320537,2025-10-08,1.0
A/Missouri/11/2025_H1N1,EPI_ISL_20320533,2025-10-03,1.0
A/Andalucia/PMC-00977/2025_H1N1,EPI_ISL_20320480,2025-12-09,1.0
A/Andalucia/PMC-00977/2025_H1N1,EPI_ISL_20320479,2025-12-08,1.0
A/Andalucia/PMC-00977/2025_H1N1,EPI_ISL_20320478,2025-12-08,1.0
A/Andalucia/PMC-00977/2025_H1N1,EPI_ISL_20320477,2025-12-10,1.0
A/Andalucia/PMC-00977/2025_H1N1,EPI_ISL_20320476,2025-12-09,1.0
A/Andalucia/PMC-00977/2025_H1N1,EPI_ISL_20320472,2025-12-08,1.0
A/Andalucia/PMC-00977/2025_H1N1,EPI_ISL_20320471,2025-12-08,1.0
A/Andalucia/PMC-00977/2025_H1N1,EPI_ISL_20320470,2025-12-02,1.0
A/Andalucia/PMC-00977/2025_H1N1,EPI_ISL_20320469,2025-12-08,1.0
A/Andalucia/PMC-00977/2025_H1N1,EPI_ISL_20320468,2025-12-08,1.0
A/Andalucia/PMC-00977/2025_H1N1,EPI_ISL_20320467,2025-12-05,1.0
A/Andalucia/PMC-00977/2025_H1N1,EPI_ISL_20320311,2025-12-29,1.0
A/Missouri/11/2025_H1N1,EPI_ISL_20320310,2025-11-27,1.0
A/Andalucia/PMC-00977/2025_H1N1,EPI_ISL_20320308,2025-12-08,1.0
other,EPI_ISL_20320219,2025-11-28,1.0
A/Andalucia/PMC-00977/2025_H1N1,EPI_ISL_20320213,2025-11-26,1.0
A/Andalucia/PMC-00977/2025_H1N1,EPI_ISL_20320210,2025-11-25,1.0
A/Andalucia/PMC-00977/2025_H1N1,EPI_ISL_20320027,2025-11-21,1.0
A/Andalucia/PMC-00977/2025_H1N1,EPI_ISL_20320024,2025-11-17,1.0
other,EPI_ISL_20319998,2025-11-10,1.0
A/Missouri/11/2025_H1N1,EPI_ISL_20319997,2025-11-10,1.0
other,EPI_ISL_20319991,2025-11-12,1.0
A/Missouri/11/2025_H1N1,EPI_ISL_20319990,2025-11-07,1.0
A/Andalucia/PMC-00977/2025_H1N1,EPI_ISL_20319989,2025-11-08,1.0
other,EPI_ISL_20319988,2025-11-06,1.0
A/Missouri/11/2025_H1N1,EPI_ISL_20319984,2025-11-05,1.0
A/Andalucia/PMC-00977/2025_H1N1,EPI_ISL_20319964,2025-11-06,1.0
A/Missouri/11/2025_H1N1,EPI_ISL_20319960,2025-11-03,1.0
other,EPI_ISL_20319956,2025-10-30,1.0
A/Missouri/11/2025_H1N1,EPI_ISL_20319948,2025-10-24,1.0
A/Missouri/11/2025_H1N1,EPI_ISL_20319938,2025-07-24,1.0
other,EPI_ISL_20319936,2025-07-24,1.0
A/Missouri/11/2025_H1N1,EPI_ISL_20319935,2025-07-29,1.0
A/Missouri/11/2025_H1N1,EPI_ISL_20319934,2025-08-03,1.0
A/Missouri/11/2025_H1N1,EPI_ISL_20319933,2025-07-26,1.0
other,EPI_ISL_20319932,2025-07-31,1.0
A/Missouri/11/2025_H1N1,EPI_ISL_20319929,2025-07-25,0.5
A/CoteDIvoire/2007/2025_H1N1,EPI_ISL_20319929,2025-07-25,0.5
A/Missouri/11/2025_H1N1,EPI_ISL_20319928,2025-07-23,0.5
A/SouthAustralia/2520702747/2025_H1N1,EPI_ISL_20319928,2025-07-23,0.5
A/Missouri/11/2025_H1N1,EPI_ISL_20319927,2025-07-27,1.0
A/Missouri/11/2025_H1N1,EPI_ISL_20319925,2025-07-29,1.0
A/Missouri/11/2025_H1N1,EPI_ISL_20319924,2025-07-25,1.0
A/Missouri/11/2025_H1N1,EPI_ISL_20319922,2025-07-24,1.0
A/Missouri/11/2025_H1N1,EPI_ISL_20319919,2025-07-24,0.5
A/SouthAustralia/2520702747/2025_H1N1,EPI_ISL_20319919,2025-07-24,0.5
A/Missouri/11/2025_H1N1,EPI_ISL_20319916,2025-07-24,1.0
other,EPI_ISL_20319915,2025-07-23,1.0
A/Missouri/11/2025_H1N1,EPI_ISL_20319913,2025-07-27,1.0
A/Missouri/11/2025_H1N1,EPI_ISL_20319912,2025-07-25,0.5
A/CoteDIvoire/2007/2025_H1N1,EPI_ISL_20319912,2025-07-25,0.5
A/Missouri/11/2025_H1N1,EPI_ISL_20319910,2025-07-11,1.0
A/Missouri/11/2025_H1N1,EPI_ISL_20319909,2025-07-27,1.0
A/Missouri/11/2025_H1N1,EPI_ISL_20319908,2025-07-14,1.0
other,EPI_ISL_20319906,2025-07-19,1.0
A/Missouri/11/2025_H1N1,EPI_ISL_20319905,2025-07-17,1.0
A/Missouri/11/2025_H1N1,EPI_ISL_20319903,2025-07-23,1.0
other,EPI_ISL_20319902,2025-07-28,1.0
A/Missouri/11/2025_H1N1,EPI_ISL_20319901,2025-07-22,1.0
other,EPI_ISL_20319900,2025-07-19,1.0
other,EPI_ISL_20319899,2025-07-27,1.0
other,EPI_ISL_20319897,2025-07-25,1.0
other,EPI_ISL_20319896,2025-07-24,1.0
A/Missouri/11/2025_H1N1,EPI_ISL_20319895,2025-07-18,1.0
A/Missouri/11/2025_H1N1,EPI_ISL_20319893,2025-07-23,1.0
A/Missouri/11/2025_H1N1,EPI_ISL_20319892,2025-07-19,1.0
A/Missouri/11/2025_H1N1,EPI_ISL_20319890,2025-07-19,1.0
other,EPI_ISL_20319888,2025-07-20,1.0
A/Missouri/11/2025_H1N1,EPI_ISL_20319887,2025-07-18,1.0
A/Missouri/11/2025_H1N1,EPI_ISL_20319886,2025-07-18,1.0
A/Missouri/11/2025_H1N1,EPI_ISL_20319885,2025-07-16,1.0
A/Missouri/11/2025_H1N1,EPI_ISL_20319882,2025-07-18,1.0
A/Missouri/11/2025_H1N1,EPI_ISL_20319880,2025-07-18,1.0
other,EPI_ISL_20319878,2025-07-16,1.0
A/Missouri/11/2025_H1N1,EPI_ISL_20319876,2025-07-10,1.0
A/Missouri/11/2025_H1N1,EPI_ISL_20319875,2025-07-15,1.0
A/Missouri/11/2025_H1N1,EPI_ISL_20319874,2025-07-16,0.5
A/SouthAustralia/2520702747/2025_H1N1,EPI_ISL_20319874,2025-07-16,0.5
A/Missouri/11/2025_H1N1,EPI_ISL_20319871,2025-05-09,1.0
A/Missouri/11/2025_H1N1,EPI_ISL_20319870,2025-03-31,1.0
A/Missouri/11/2025_H1N1,EPI_ISL_20319869,2025-04-08,1.0
A/Missouri/11/2025_H1N1,EPI_ISL_20319868,2025-05-05,1.0
other,EPI_ISL_20319867,2025-06-09,1.0
A/England/1822256/2025_H1N1,EPI_ISL_20319866,2025-06-05,1.0
A/Missouri/11/2025_H1N1,EPI_ISL_20319864,2025-05-29,1.0
A/Missouri/11/2025_H1N1,EPI_ISL_20319863,2025-05-28,1.0
A/Missouri/11/2025_H1N1,EPI_ISL_20319862,2025-05-27,1.0
A/Missouri/11/2025_H1N1,EPI_ISL_20319861,2025-05-23,1.0
A/Missouri/11/2025_H1N1,EPI_ISL_20319860,2025-05-21,1.0
A/Missouri/11/2025_H1N1,EPI_ISL_20319859,2025-05-21,1.0
A/Missouri/11/2025_H1N1,EPI_ISL_20319858,2025-05-20,1.0
A/Missouri/11/2025_H1N1,EPI_ISL_20319857,2025-05-19,1.0
A/Missouri/11/2025_H1N1,EPI_ISL_20319856,2025-05-15,1.0
A/Missouri/11/2025_H1N1,EPI_ISL_20319855,2025-05-14,1.0
A/Missouri/11/2025_H1N1,EPI_ISL_20319854,2025-05-08,1.0
A/Missouri/11/2025_H1N1,EPI_ISL_20319853,2025-05-13,1.0
A/Missouri/11/2025_H1N1,EPI_ISL_20319852,2025-05-12,1.0
A/Missouri/11/2025_H1N1,EPI_ISL_20319851,2025-05-12,1.0
other,EPI_ISL_20319850,2025-05-12,1.0
A/Missouri/11/2025_H1N1,EPI_ISL_20319849,2025-05-08,1.0
A/Missouri/11/2025_H1N1,EPI_ISL_20319848,2025-05-07,1.0
A/Missouri/11/2025_H1N1,EPI_ISL_20319847,2025-05-07,1.0
A/Missouri/11/2025_H1N1,EPI_ISL_20319846,2025-04-07,1.0
A/Missouri/11/2025_H1N1,EPI_ISL_20319845,2025-04-07,1.0
A/Missouri/11/2025_H1N1,EPI_ISL_20319844,2025-05-06,1.0
A/Missouri/11/2025_H1N1,EPI_ISL_20319843,2025-05-05,1.0
A/Missouri/11/2025_H1N1,EPI_ISL_20319842,2025-05-02,1.0
A/Missouri/11/2025_H1N1,EPI_ISL_20319841,2025-04-29,1.0
A/Missouri/11/2025_H1N1,EPI_ISL_20319840,2025-04-28,1.0
other,EPI_ISL_20319839,2025-04-28,1.0
A/Missouri/11/2025_H1N1,EPI_ISL_20319838,2025-04-28,1.0
A/Missouri/11/2025_H1N1,EPI_ISL_20319837,2025-04-28,1.0
A/Missouri/11/2025_H1N1,EPI_ISL_20319836,2025-04-25,1.0
A/Missouri/11/2025_H1N1,EPI_ISL_20319835,2025-04-23,1.0
A/Missouri/11/2025_H1N1,EPI_ISL_20319834,2025-04-09,1.0
A/Missouri/11/2025_H1N1,EPI_ISL_20319833,2025-04-08,1.0
A/Missouri/11/2025_H1N1,EPI_ISL_20319832,2025-04-07,1.0
A/Missouri/11/2025_H1N1,EPI_ISL_20319831,2025-04-07,1.0
A/Missouri/11/2025_H1N1,EPI_ISL_20319830,2025-04-04,1.0
A/Missouri/11/2025_H1N1,EPI_ISL_20319829,2025-04-01,1.0
A/Missouri/11/2025_H1N1,EPI_ISL_20319828,2025-04-02,1.0
A/Missouri/11/2025_H1N1,EPI_ISL_20319824,2025-12-16,1.0
A/Missouri/11/2025_H1N1,EPI_ISL_20327231,2025-11-20,0.5
A/California/63/2025_H1N1,EPI_ISL_20327231,2025-11-20,0.5
A/Andalucia/PMC-00977/2025_H1N1,EPI_ISL_20327230,2025-11-07,1.0
A/Andalucia/PMC-00977/2025_H1N1,EPI_ISL_20326911,2026-01-10,1.0
A/Andalucia/PMC-00977/2025_H1N1,EPI_ISL_20326904,2026-01-06,1.0
A/France/ARA-HCL025155099501/2025_H1N1,EPI_ISL_20326898,2026-01-02,1.0
other,EPI_ISL_20326897,2026-01-06,1.0
A/Andalucia/PMC-00977/2025_H1N1,EPI_ISL_20326896,2026-01-02,1.0
A/Andalucia/PMC-00977/2025_H1N1,EPI_ISL_20326895,2026-01-05,1.0
A/Andalucia/PMC-00977/2025_H1N1,EPI_ISL_20326894,2026-01-05,1.0
A/Andalucia/PMC-00977/2025_H1N1,EPI_ISL_20326893,2026-01-06,1.0
A/Andalucia/PMC-00977/2025_H1N1,EPI_ISL_20326892,2026-01-05,1.0
