variant,accession,date,weight
other,EPI_ISL_20319437,2025-12-31,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20319436,2025-12-18,1.0
A/DistritoFederal/250106000728/2025_H3N2,EPI_ISL_20319434,2025-12-15,1.0
A/Anapolis/LEIAL6543/2025_H3N2,EPI_ISL_20319391,2025-12-15,0.5
A/Arica/59150/2025_H3N2,EPI_ISL_20319391,2025-12-15,0.5
A/Norway/8765/2025_H3N2,EPI_ISL_20319379,2025-12-15,1.0
other,EPI_ISL_20319366,2025-12-30,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20319353,2025-12-30,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20319344,2025-12-18,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20319334,2025-12-18,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20319290,2025-12-21,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20319267,2025-12-30,1.0
other,EPI_ISL_20319254,2025-12-30,1.0
other,EPI_ISL_20319242,2025-12-23,1.0
other,EPI_ISL_20319237,2025-12-23,1.0
other,EPI_ISL_20319194,2025-12-23,1.0
other,EPI_ISL_20319185,2025-12-31,1.0
other,EPI_ISL_20319173,2025-12-21,1.0
other,EPI_ISL_20319158,2025-12-21,1.0
other,EPI_ISL_20319144,2025-12-16,1.0
A/England/174/2025_H3N2,EPI_ISL_20317420,2025-02-13,1.0
other,EPI_ISL_20317415,2025-03-11,1.0
other,EPI_ISL_20317409,2025-02-06,1.0
other,EPI_ISL_20317402,2025-02-05,1.0
other,EPI_ISL_20317400,2025-02-04,1.0
other,EPI_ISL_20317395,2025-01-30,1.0
A/England/174/2025_H3N2,EPI_ISL_20317389,2025-01-29,1.0
other,EPI_ISL_20317384,2025-01-28,1.0
other,EPI_ISL_20317381,2025-01-27,1.0
other,EPI_ISL_20317375,2025-01-23,1.0
other,EPI_ISL_20317372,2024-12-17,1.0
other,EPI_ISL_20317363,2024-12-03,1.0
other,EPI_ISL_20317360,2024-11-27,1.0
other,EPI_ISL_20317354,2024-11-26,1.0
other,EPI_ISL_20317351,2024-11-25,1.0
other,EPI_ISL_20317342,2024-11-19,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20317217,2025-12-01,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20317216,2025-12-01,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20317215,2025-12-01,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20317214,2025-12-01,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20317213,2025-12-01,1.0
A/Bangkok/P2323/2025_H3N2,EPI_ISL_20317212,2025-12-14,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20317211,2025-12-09,1.0
other,EPI_ISL_20317210,2025-12-11,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20317177,2025-12-11,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20317176,2025-12-21,1.0
A/Bangkok/P2323/2025_H3N2,EPI_ISL_20317175,2025-12-19,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20317174,2025-12-19,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20317173,2025-12-19,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20317172,2025-12-15,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20317170,2025-12-17,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20317169,2025-12-17,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20317168,2025-12-12,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20317167,2025-12-12,1.0
A/England/1837734/2025_H3N2,EPI_ISL_20317166,2025-12-18,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20317165,2025-12-13,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20317164,2025-12-10,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20317163,2025-12-12,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20317162,2025-12-12,1.0
other,EPI_ISL_20317161,2025-12-09,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20317159,2025-12-13,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20317158,2025-12-13,1.0
A/Bangkok/P2323/2025_H3N2,EPI_ISL_20317156,2025-12-11,1.0
A/England/1837734/2025_H3N2,EPI_ISL_20317155,2025-12-05,1.0
other,EPI_ISL_20317154,2025-12-13,1.0
A/Bangkok/P2323/2025_H3N2,EPI_ISL_20317153,2025-12-08,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20317152,2025-12-09,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20317151,2025-12-12,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20317150,2025-12-08,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20317149,2025-11-24,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20317148,2025-12-12,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20317147,2025-12-06,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20317146,2025-12-06,1.0
other,EPI_ISL_20317145,2025-12-09,1.0
other,EPI_ISL_20317144,2025-12-08,1.0
other,EPI_ISL_20317135,2025-12-03,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20317134,2025-12-04,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20317133,2025-12-03,1.0
other,EPI_ISL_20317132,2025-12-01,1.0
other,EPI_ISL_20317130,2025-12-06,1.0
other,EPI_ISL_20317129,2025-12-06,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20317128,2025-12-03,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20317126,2025-12-18,1.0
other,EPI_ISL_20317125,2025-12-24,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20317124,2025-12-19,1.0
other,EPI_ISL_20317123,2025-12-18,1.0
other,EPI_ISL_20317122,2025-12-08,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20317121,2025-11-22,1.0
A/Bangkok/P2323/2025_H3N2,EPI_ISL_20317120,2025-12-01,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20317119,2025-12-04,1.0
A/Bangkok/P2323/2025_H3N2,EPI_ISL_20317118,2025-11-08,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20317076,2025-12-16,1.0
other,EPI_ISL_20317075,2025-12-18,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20317074,2025-12-17,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20317073,2025-12-18,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20317072,2025-12-03,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20317071,2025-12-16,1.0
other,EPI_ISL_20317070,2025-12-15,1.0
other,EPI_ISL_20317069,2025-12-15,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20317064,2025-10-28,1.0
other,EPI_ISL_20317063,2025-12-16,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20317062,2025-12-17,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20317061,2025-12-17,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20317060,2025-12-16,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20317059,2025-12-17,1.0
other,EPI_ISL_20317058,2025-12-16,1.0
other,EPI_ISL_20317055,2025-12-15,1.0
A/England/1837734/2025_H3N2,EPI_ISL_20317054,2025-12-15,1.0
A/DistrictOfColumbia/57/2025_H3N2,EPI_ISL_20317053,2025-12-16,1.0
other,EPI_ISL_20317052,2025-12-12,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20317051,2025-12-15,1.0
A/Bangkok/P2323/2025_H3N2,EPI_ISL_20317050,2025-12-16,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20317047,2025-12-17,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20317046,2025-12-12,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20317045,2025-12-16,1.0
other,EPI_ISL_20317044,2025-12-12,1.0
A/England/1837734/2025_H3N2,EPI_ISL_20317043,2025-12-15,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20317042,2025-12-15,1.0
A/England/1837734/2025_H3N2,EPI_ISL_20317041,2025-12-15,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20317040,2025-12-17,1.0
other,EPI_ISL_20317039,2025-12-16,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20317038,2025-12-16,1.0
other,EPI_ISL_20317037,2025-12-16,1.0
A/SouthAustralia/2523812314/2025_H3N2,EPI_ISL_20317036,2025-12-16,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20317035,2025-12-12,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20317034,2025-12-17,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20317033,2025-12-15,1.0
other,EPI_ISL_20317032,2025-12-15,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20317031,2025-12-15,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20317029,2025-12-15,1.0
other,EPI_ISL_20317028,2025-12-12,1.0
other,EPI_ISL_20317027,2025-12-15,1.0
other,EPI_ISL_20317026,2025-12-15,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20317025,2025-12-12,1.0
other,EPI_ISL_20317024,2025-12-15,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20317023,2025-12-16,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20317022,2025-12-15,1.0
A/England/1837734/2025_H3N2,EPI_ISL_20317021,2025-12-15,1.0
A/DistrictOfColumbia/57/2025_H3N2,EPI_ISL_20317020,2025-12-15,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20317019,2025-12-15,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20317017,2025-12-16,1.0
A/Bangkok/P2323/2025_H3N2,EPI_ISL_20317016,2025-12-15,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20317015,2025-12-12,1.0
A/Bangkok/P2323/2025_H3N2,EPI_ISL_20317014,2025-12-15,1.0
other,EPI_ISL_20317012,2025-12-16,1.0
other,EPI_ISL_20317009,2025-12-10,1.0
other,EPI_ISL_20317008,2025-12-14,1.0
other,EPI_ISL_20317007,2025-12-01,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20317006,2025-12-13,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20317005,2025-12-16,1.0
other,EPI_ISL_20317003,2025-12-15,1.0
other,EPI_ISL_20317002,2025-12-14,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20317001,2025-12-12,1.0
other,EPI_ISL_20317000,2025-12-12,1.0
other,EPI_ISL_20316999,2025-12-11,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20316998,2025-12-12,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20316997,2025-12-11,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20316996,2025-12-12,1.0
other,EPI_ISL_20316995,2025-12-11,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20316994,2025-12-15,1.0
other,EPI_ISL_20316971,2025-12-10,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20316970,2025-12-09,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20316918,2025-12-16,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20316917,2025-11-27,1.0
other,EPI_ISL_20316916,2025-11-19,1.0
other,EPI_ISL_20316915,2025-11-14,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20316882,2025-11-13,1.0
A/Bangkok/P2390/2025_H3N2,EPI_ISL_20316881,2025-11-10,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20316880,2025-11-03,1.0
other,EPI_ISL_20316879,2025-10-31,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20316878,2025-10-29,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20316877,2025-10-29,1.0
other,EPI_ISL_20316876,2025-10-20,1.0
other,EPI_ISL_20316875,2025-10-19,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20316874,2025-10-17,1.0
other,EPI_ISL_20316873,2025-10-11,1.0
other,EPI_ISL_20316872,2025-10-09,1.0
other,EPI_ISL_20316871,2025-10-03,1.0
other,EPI_ISL_20316870,2025-10-02,1.0
other,EPI_ISL_20316869,2025-09-30,1.0
other,EPI_ISL_20316868,2025-09-28,1.0
other,EPI_ISL_20316867,2025-09-28,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20316866,2025-09-25,1.0
other,EPI_ISL_20316865,2025-09-24,1.0
other,EPI_ISL_20316864,2025-09-09,1.0
other,EPI_ISL_20316863,2025-09-08,1.0
other,EPI_ISL_20316862,2025-09-24,1.0
other,EPI_ISL_20316861,2025-09-25,1.0
other,EPI_ISL_20316860,2025-09-24,1.0
other,EPI_ISL_20316859,2025-09-29,1.0
A/England/174/2025_H3N2,EPI_ISL_20316858,2025-08-29,1.0
A/England/174/2025_H3N2,EPI_ISL_20316856,2025-06-22,1.0
other,EPI_ISL_20316854,2025-11-17,1.0
other,EPI_ISL_20316853,2025-11-10,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20316823,2025-12-17,1.0
other,EPI_ISL_20316822,2025-12-14,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20316821,2025-12-17,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20316819,2025-12-16,1.0
A/England/1837734/2025_H3N2,EPI_ISL_20316818,2025-12-16,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20316817,2025-12-15,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20316816,2025-12-16,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20316814,2025-12-16,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20316813,2025-12-18,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20316811,2025-12-18,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20316809,2025-12-17,1.0
other,EPI_ISL_20316808,2025-12-16,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20316802,2025-12-17,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20316801,2025-12-17,1.0
other,EPI_ISL_20316800,2025-12-14,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20316798,2025-12-17,1.0
other,EPI_ISL_20316797,2025-12-19,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20316796,2025-12-16,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20316772,2025-12-11,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20316771,2025-12-11,1.0
other,EPI_ISL_20316769,2025-12-09,1.0
A/England/1837734/2025_H3N2,EPI_ISL_20316768,2025-12-05,1.0
other,EPI_ISL_20316767,2025-12-04,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20316766,2025-11-28,1.0
other,EPI_ISL_20316761,2025-12-20,1.0
other,EPI_ISL_20316753,2025-11-26,1.0
other,EPI_ISL_20316748,2025-11-27,1.0
A/Ghana/FS-25-7077/2025_H3N2,EPI_ISL_20316742,2025-11-08,1.0
other,EPI_ISL_20316740,2025-11-21,1.0
other,EPI_ISL_20316732,2025-11-24,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20316728,2025-11-27,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20316725,2025-11-26,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20316721,2025-12-19,1.0
A/Anapolis/LEIAL6543/2025_H3N2,EPI_ISL_20316716,2025-12-19,0.5
A/Arica/59150/2025_H3N2,EPI_ISL_20316716,2025-12-19,0.5
A/Norway/8765/2025_H3N2,EPI_ISL_20316715,2025-12-26,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20316714,2025-12-23,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20316713,2025-12-26,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20316712,2025-12-26,1.0
A/England/1837734/2025_H3N2,EPI_ISL_20316710,2025-12-26,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20316709,2025-12-19,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20316708,2025-12-22,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20316707,2025-12-19,1.0
other,EPI_ISL_20316706,2025-11-20,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20316705,2025-12-23,1.0
A/SouthAustralia/2524408801/2025_H3N2,EPI_ISL_20316702,2025-12-21,1.0
other,EPI_ISL_20316699,2025-11-15,1.0
other,EPI_ISL_20316698,2025-11-15,1.0
other,EPI_ISL_20316697,2025-11-12,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20316696,2025-11-25,1.0
other,EPI_ISL_20316695,2025-12-01,1.0
other,EPI_ISL_20316694,2025-12-01,1.0
other,EPI_ISL_20316692,2025-11-28,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20316690,2025-11-26,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20316689,2025-12-01,1.0
other,EPI_ISL_20316688,2025-12-02,1.0
other,EPI_ISL_20316686,2025-12-20,1.0
other,EPI_ISL_20316685,2025-11-25,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20316677,2025-12-19,1.0
other,EPI_ISL_20316676,2025-12-18,1.0
other,EPI_ISL_20316671,2025-12-17,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20316639,2025-12-15,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20316638,2025-11-07,1.0
other,EPI_ISL_20316637,2025-12-18,1.0
other,EPI_ISL_20316635,2025-12-08,1.0
other,EPI_ISL_20316634,2025-12-20,1.0
other,EPI_ISL_20316632,2025-12-16,1.0
A/Norway/8765/2025_H3N2,EPI_ISL_20316622,2025-12-15,1.0
other,EPI_ISL_20316621,2025-12-10,1.0
other,EPI_ISL_20316619,2025-12-23,1.0
